Price,Boat Type,Type,Material,Location,Number of views last 7 days,Year Built,Width,Length,Manufacturer,Currency,is European
35000.0,Motor Yacht,Used boat,Steel,Netherlands,41,2015,2.53,6.98,Kelt power boats,EUR,European
35499.0,Bowrider,"new boat from stock,Unleaded",GRP,Germany,63,2008,2.95,7.48,BÃ©nÃ©teau power boats,EUR,European
35450.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,85,2008,2.95,7.48,BÃ©nÃ©teau power boats,EUR,European
35419.0,Center console boat,"new boat from stock,Unleaded",PVC,France,73,2001,2.99,8.5,Rio power boats,EUR,European
35400.0,Sport Boat,"new boat from stock,Unleaded",Aluminium,Switzerland,100,2018,2.5,6.48,BÃ©nÃ©teau power boats,EUR,Not European
35250.0,Bowrider,"new boat from stock,Unleaded",GRP,Germany,103,2004,3.1,9.18,BÃ©nÃ©teau power boats,EUR,European
35200.0,Pilothouse,"Used boat,Unleaded",PVC,France,167,2020,2.72,9.0,Saver power boats,EUR,European
35200.0,Pilothouse,Used boat,PVC,France,168,2004,2.85,7.7,Aquador power boats,EUR,European
38000.0,Motor Yacht,"Used boat,Unleaded",GRP,Switzerland,88,2015,2.73,7.64,BÃ©nÃ©teau power boats,CHF,Not European
38000.0,Deck Boat,"Used boat,Unleaded",Aluminium,Switzerland,62,2020,2.46,6.48,Quicksilver (Brunswick Marine) power boats,CHF,Not European
38000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,280,2016,2.55,6.55,Sea Ray power boats,CHF,Not European
38000.0,Runabout,"Used boat,Unleaded",Wood,Switzerland,50,2019,2.52,6.23,BÃ©nÃ©teau power boats,CHF,Not European
38000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,56,2017,2.48,6.63,Lema power boats,CHF,Not European
37950.0,Sport Boat,new boat from stock,GRP,Switzerland,123,2007,2.9,9.15,Faeton power boats,CHF,Not European
36414.0,Center console boat,new boat from stock,GRP,Germany,111,2005,2.59,8.13,Eurocrown power boats,EUR,European
39000.0,Motor Yacht,"Used boat,Unleaded",GRP,Switzerland,32,2019,2.5,6.8,BÃ©nÃ©teau power boats,CHF,Not European
39000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,45,2015,2.79,7.39,Quicksilver power boats,CHF,Not European
36300.0,Pilothouse,new boat from stock,GRP,Germany,48,2015,2.79,7.39,Quicksilver power boats,EUR,European
270000.0,Deck Boat,new boat from stock,GRP,Denmark,1970,2014,2.3,6.65,Viper power boats,DKK,European
39220.0,Bowrider,"new boat from stock,Unleaded",GRP,Switzerland,102,2005,3.0,9.5,Sessa power boats,CHF,Not European
36250.0,Sport Boat,"Used boat,Unleaded",Aluminium,Germany,65,2007,2.95,8.04,ManÃ² power boats,EUR,European
39170.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Switzerland,245,1962,1.98,6.1,Riva power boats,CHF,Not European
269000.0,Bowrider,new boat from stock,GRP,Denmark,35,1996,3.6,11.25,Doqueve power boats,DKK,European
39000.0,Trawler,"new boat from stock,Electric",GRP,Switzerland,90,2005,3.08,8.79,Rodman power boats,CHF,Not European
39000.0,Cabin Boat,"Used boat,Unleaded",Plastic,Switzerland,118,2015,2.59,8.12,Cobalt power boats,CHF,Not European
38950.0,Cabin Boat,"Used boat,Diesel",GRP,Lake,131,2014,2.69,8.58,Sessa power boats,CHF,Not European
36000.0,Flybridge,"Used boat,Unleaded",GRP,Italy,124,1984,3.4,11.4,Altena power boats,EUR,European
40459.0,Bowrider,new boat from stock,GRP,Switzerland,47,2019,2.5,6.4,BÃ©nÃ©teau power boats,CHF,Not European
40000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,170,2019,2.5,7.25,Invictus power boats,CHF,Not European
40290.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Switzerland,54,2015,2.65,6.92,Ocqueteau power boats,CHF,Not European
39900.0,Sport Boat,"Used boat,Unleaded",GRP,Lake,216,2015,2.5,6.1,Axis power boats,CHF,Not European
40040.0,Sport Boat,"new boat from stock,Unleaded",GRP,Switzerland,38,2020,2.48,6.86,Jeanneau power boats,CHF,Not European
40000.0,Cabin Boat,"Used boat,Diesel",Plastic,Switzerland,202,2020,2.54,5.75,Quicksilver (Brunswick Marine) power boats,CHF,Not European
37000.0,Pilothouse,new boat from stock,GRP,Germany,575,2000,2.61,7.66,Doral power boats,EUR,European
37000.0,Bowrider,"Used boat,Unleaded",Aluminium,Germany,503,2006,2.45,6.0,Chris Craft power boats,EUR,European
37000.0,Pontoon Boat,"Used boat,Unleaded",GRP,Italy,123,2019,2.5,6.45,Quicksilver (Brunswick Marine) power boats,EUR,European
37000.0,Center console boat,"Used boat,Unleaded",GRP,France,159,1988,3.27,10.0,Marex power boats,EUR,European
37000.0,Sport Boat,"Used boat,Unleaded",PVC,France,347,2000,3.35,9.6,Bayliner power boats,EUR,European
37000.0,Pilothouse,"Used boat,Diesel",PVC,France,119,1994,3.1,9.92,Cranchi power boats,EUR,European
37000.0,Launch,"Used boat,Unleaded",GRP,Spain,281,1996,3.24,9.86,Fairline power boats,EUR,European
37000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,179,2009,2.0,8.0,Regal power boats,EUR,European
37000.0,"Cabin Boat,Classic,Trawler",Used boat,Wood,Germany,162,1990,4.0,11.0,Regal power boats,EUR,European
38000.0,Pilothouse,"Used boat,Diesel",PVC,France,100,1995,2.7,9.3,Cranchi power boats,EUR,European
38000.0,Sport Boat,"Used boat,Unleaded",GRP,France,270,1982,2.71,9.5,Riva power boats,EUR,European
38000.0,Sport Boat,"Used boat,Unleaded",GRP,France,138,2001,3.2,8.54,Four Winns power boats,EUR,European
38000.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,252,2017,2.53,6.98,Selva power boats,EUR,European
38000.0,Sport Boat,Used boat,GRP,Italy,201,2020,2.3,5.7,EdgeWater power boats,EUR,European
38000.0,Deck Boat,"Used boat,Unleaded",PVC,France,62,2020,2.46,6.48,Quicksilver (Brunswick Marine) power boats,EUR,European
38000.0,Flybridge,"Used boat,Diesel",PVC,France,363,1989,2.12,5.3,Boesch power boats,EUR,European
38000.0,Pontoon Boat,Used boat,GRP,Italy,209,2018,2.5,5.7,Selection Boats power boats,EUR,European
38000.0,Trawler,"Used boat,Diesel",PVC,France,387,2015,2.55,6.64,Bayliner power boats,EUR,European
38000.0,Bowrider,"Used boat,Unleaded",GRP,France,234,2020,2.34,6.1,Campion power boats,EUR,European
38000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,810,1985,2.6,10.8,Tullio Abbate power boats,EUR,European
38000.0,Classic,"Used boat,Unleaded",Wood,Germany,207,2005,2.8,8.8,Monterey power boats,EUR,European
38000.0,Motor Yacht,"Used boat,Diesel",Plastic,Split,32,2017,2.66,7.39,BÃ©nÃ©teau power boats,EUR,Not European
38000.0,Cabin Boat,"Used boat,Electric",GRP,Austria,110,1989,3.96,11.02,Azimut power boats,EUR,European
38000.0,Pilothouse,"Used boat,Diesel",PVC,France,38,2016,2.81,7.25,Jeanneau power boats,EUR,European
38000.0,Pilothouse,"Used boat,Diesel",GRP,Italy,82,2019,2.85,7.07,Scanner power boats,EUR,European
38900.0,Pilothouse,Used boat,GRP,Germany,97,2020,2.56,6.99,Quicksilver (Brunswick Marine) power boats,EUR,European
38900.0,Pontoon Boat,"Used boat,Unleaded",GRP,Italy,156,2020,2.38,6.4,Selva power boats,EUR,European
38900.0,Cabin Boat,"Used boat,Diesel",GRP,Netherlands,55,2005,2.9,9.14,Pursuit power boats,EUR,European
38900.0,Bowrider,"new boat on order,Unleaded",GRP,Germany,64,2005,3.0,8.5,Scanner power boats,EUR,European
38900.0,Sport Boat,"Used boat,Diesel",GRP,Croatia,39,2016,2.67,7.62,BÃ©nÃ©teau power boats,EUR,European
42000.0,"Classic,Runabout","Used boat,Unleaded",Wood,Switzerland,144,2008,2.78,8.73,Fiart Mare power boats,CHF,Not European
42000.0,Pilothouse,"Used boat,Unleaded",Aluminium,Switzerland,138,2005,2.98,9.28,Bavaria power boats,CHF,Not European
42000.0,Fishing Boat,Used boat,GRP,Switzerland,215,2006,2.95,8.95,Bavaria power boats,CHF,Not European
289000.0,Bowrider,new boat from stock,GRP,Denmark,160,2002,3.4,9.02,Ocqueteau power boats,DKK,European
38794.0,Pilothouse,new boat on order,GRP,Germany,243,1995,3.25,9.25,Riviera power boats,EUR,European
38748.0,Pilothouse,"new boat from stock,Unleaded",PVC,Spain,100,2015,2.54,6.55,Quicksilver power boats,EUR,European
38700.0,Center console boat,"new boat from stock,Unleaded",PVC,France,109,1997,3.5,11.98,Conam power boats,EUR,European
42000.0,"Cabin Boat,Sport Boat","Used boat,Unleaded",Plastic,Switzerland,37,2006,3.05,9.5,Rio power boats,CHF,Not European
42000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,205,1994,3.99,13.55,Vri-Jon power boats,CHF,Not European
42270.0,Bowrider,"new boat from stock,Unleaded",GRP,Switzerland,108,1989,2.9,10.5,Gobbi power boats,CHF,Not European
39000.0,Pilothouse,new boat from stock,Aluminium,Germany,200,2007,3.1,8.5,Chaparral power boats,EUR,European
39000.0,Motor Yacht,"Used boat,Unleaded",GRP,Italy,119,2008,2.94,8.78,Cranchi power boats,EUR,European
39000.0,Pilothouse,"Used boat,Diesel",GRP,France,81,2004,2.9,8.84,Chaparral power boats,EUR,European
39000.0,Center console boat,Used boat,GRP,Italy,54,2014,2.81,7.74,Jeanneau power boats,EUR,European
39000.0,Sport Boat,"Used boat,Diesel",GRP,Croatia,142,2000,2.7,8.8,Inter power boats,EUR,European
39000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,46,2012,2.43,5.74,Boston Whaler power boats,EUR,European
39000.0,Sport Boat,"Used boat,Gas",GRP,Italy,219,2006,2.95,8.95,Bavaria power boats,EUR,European
39000.0,Cabin Boat,"Used boat,Diesel",PVC,France,183,2001,2.96,9.54,Primatist power boats,EUR,European
39000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,245,2007,2.59,8.3,Rinker power boats,EUR,European
39000.0,Center console boat,"Used boat,Diesel",GRP,Italy,270,2007,3.5201240846216435,8.0,Rinker power boats,EUR,European
39000.0,Pilothouse,"new boat from stock,Unleaded",PVC,France,366,2006,2.6,8.25,Maxum power boats,EUR,European
39000.0,Sport Boat,"Used boat,Diesel",PVC,France,94,2002,3.25,9.5,Faeton power boats,EUR,European
39000.0,Deck Boat,"Used boat,Unleaded",PVC,France,57,1984,3.4,11.4,Altena power boats,EUR,European
39888.0,Pilothouse,"new boat from stock,Unleaded",GRP,Germany,58,2018,2.53,7.48,BÃ©nÃ©teau power boats,EUR,European
39800.0,Trawler,"Used boat,Diesel",GRP,Germany,55,2018,2.48,6.95,B2 Marine power boats,EUR,European
39800.0,Center console boat,"new boat from stock,Unleaded",PVC,France,92,2010,2.5,8.4,Regal power boats,EUR,European
43000.0,"Classic,Runabout","Used boat,Unleaded",Wood,Switzerland,128,2007,2.55,7.92,Four Winns power boats,CHF,Not European
39750.0,Cabin Boat,Used boat,GRP,Netherlands,104,2007,3.05,7.99,Starfisher power boats,EUR,European
39642.0,Sport Boat,new boat from stock,Aluminium,Germany,352,1979,3.8,12.5,de Ruiter power boats,EUR,European
42800.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,194,2005,3.2,9.17,Pursuit power boats,CHF,Not European
42800.0,Fishing Boat,Used boat,GRP,Switzerland,127,2010,2.89,8.4,Regal power boats,CHF,Not European
39590.0,Deck Boat,new boat from stock,GRP,Italy,352,1991,2.44,10.0,Formula power boats,EUR,European
39500.0,Sport Boat,new boat from stock,GRP,Germany,346,2009,2.49,7.12,MasterCraft power boats,EUR,European
39500.0,Pilothouse,"Used boat,Diesel",GRP,Portugal,209,1992,3.55,10.9,Thermo Yacht power boats,EUR,European
39500.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,174,1992,3.55,10.9,Thermo Yacht power boats,EUR,European
39500.0,Motor Yacht,"Used boat,Unleaded",GRP,Croatia,185,2009,2.59,7.65,Bayliner power boats,EUR,European
39999.0,Cabin Boat,"new boat from stock,Unleaded",GRP,Germany,70,2018,2.55,7.46,Parker power boats,EUR,European
39999.0,Motor Yacht,Used boat,GRP,Germany,91,2020,2.79,8.23,BÃ©nÃ©teau power boats,EUR,European
39990.0,Motor Yacht,"Used boat,Unleaded",GRP,Croatia,125,2001,2.7,9.0,Maril power boats,EUR,European
39990.0,Bowrider,new boat from stock,GRP,Germany,76,1978,3.96,12.55,Princess power boats,EUR,European
39990.0,Pilothouse,"new boat from stock,Unleaded",PVC,France,94,1988,3.15,9.65,Linssen power boats,EUR,European
39990.0,Trawler,Diesel,Steel,Germany,89,1993,3.36,10.0,Fairline power boats,EUR,European
39990.0,Trawler,Diesel,Steel,Germany,59,2019,2.5,7.28,Sensation power boats,EUR,European
39990.0,Trawler,Diesel,Steel,Germany,158,2019,2.54,6.95,Jeanneau power boats,EUR,European
39950.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,36,2017,2.66,7.64,BÃ©nÃ©teau power boats,EUR,European
39950.0,Cabin Boat,"Used boat,Diesel",GRP,Netherlands,139,2020,1.95,5.2,Kaiser Bootsmanufaktur power boats,EUR,European
39922.0,Pilothouse,"new boat from stock,Unleaded",PVC,Portugal,279,2020,1.95,5.6,Kaiser Bootsmanufaktur power boats,EUR,European
39900.0,Sport Boat,"Used boat,Diesel",GRP,Croatia,119,2020,2.55,6.5,Eolo power boats,EUR,European
39900.0,Offshore Boat,"Used boat,Diesel",GRP,Germany,68,2017,2.5,7.48,BÃ©nÃ©teau power boats,EUR,European
39900.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,89,2020,2.29,6.35,Finnmaster power boats,EUR,European
39900.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,194,2020,2.21,5.99,Sea Ray power boats,EUR,European
40999.0,Pilothouse,new boat from stock,GRP,Germany,186,2019,2.48,6.6,Flipper power boats,EUR,European
40900.0,Center console boat,"new boat from stock,Unleaded",Steel,France,70,2019,2.54,5.94,Sea Ray power boats,EUR,European
40800.0,Sport Boat,Used boat,GRP,Switzerland,54,2019,2.54,5.97,Sea Ray power boats,EUR,Not European
40800.0,Pilothouse,"new boat from stock,Unleaded",GRP,France,347,1984,3.75,10.0,Birchwood power boats,EUR,European
43990.0,Pilothouse,Display Model,GRP,Switzerland,294,2002,2.87,8.56,Maxum power boats,CHF,Not European
40650.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,210,2017,2.59,6.4,Regal power boats,EUR,European
43500.0,Sport Boat,new boat from stock,Hypalon,Switzerland,368,2013,2.59,6.6,TigÃ© power boats,CHF,Not European
36928.0,Pilothouse,new boat from stock,PVC,United,67,2019,2.54,5.97,Sea Ray power boats,Â£,Not European
40500.0,Pilothouse,"Used boat,Diesel",PVC,France,64,2020,2.44,6.52,IRON power boats,EUR,European
40465.0,Pilothouse,"Display Model,Unleaded",GRP,Germany,243,2008,2.74,8.8,Sea Ray power boats,EUR,European
40410.0,Bowrider,"new boat from stock,Unleaded",GRP,Germany,160,2019,2.49,5.99,NUVA Yachts power boats,EUR,European
299000.0,Trawler,Used boat,Steel,Denmark,388,2002,2.62,8.17,Cobalt power boats,DKK,European
299000.0,Sport Boat,new boat from stock,GRP,Denmark,513,2007,2.59,7.26,Cobalt power boats,DKK,European
41900.0,Flybridge,"Used boat,Diesel",GRP,Croatia,140,2019,2.5,6.96,BÃ©nÃ©teau power boats,EUR,European
41900.0,Deck Boat,"Used boat,Unleaded",PVC,France,56,2020,2.2,6.25,Buster power boats,EUR,European
41900.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,99,2019,2.54,5.94,Sea Ray power boats,EUR,European
41900.0,Pilothouse,"Used boat,Unleaded",GRP,Germany,74,2017,2.44,6.25,Glastron power boats,EUR,European
41900.0,Sport Boat,"new boat on order,Unleaded",GRP,Germany,74,2020,2.54,6.71,Jeanneau power boats,EUR,European
41900.0,Center console boat,"new boat from stock,Unleaded",Steel,France,67,2020,2.97,7.98,BÃ©nÃ©teau power boats,EUR,European
41900.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,50,2019,2.52,6.86,Jeanneau power boats,EUR,European
41890.0,Center console boat,new boat from stock,GRP,Germany,281,2020,2.48,7.15,VBoats power boats,EUR,European
41884.0,Passenger boat,new boat from stock,PVC,Portugal,75,2007,2.9,8.3,Faeton power boats,EUR,European
44900.0,Sport Boat,new boat from stock,GRP,Switzerland,145,1987,4.2,11.7,President power boats,CHF,Not European
41766.0,Deck Boat,"new boat from stock,Unleaded",PVC,Spain,112,1982,3.65,9.78,Calafuria power boats,EUR,European
41666.0,Cabin Boat,"new boat on order,Unleaded",GRP,Germany,161,2020,2.55,7.23,Quicksilver (Brunswick Marine) power boats,EUR,European
45000.0,"Classic,Runabout",Used boat,Wood,Switzerland,270,2020,2.54,6.77,Yamarin power boats,CHF,Not European
45000.0,Trawler,"Used boat,Unleaded",GRP,Switzerland,213,2001,3.5201240846216435,8.84,Marex power boats,CHF,Not European
45000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,52,1989,4.0,11.98,Raffaelli power boats,CHF,Not European
42500.0,Pilothouse,new boat from stock,GRP,Spain,77,2002,3.36,9.8,Faeton power boats,EUR,European
42500.0,Motor Yacht,"Used boat,Diesel",PVC,Netherlands,37,1988,3.6,10.86,Dellapasqua power boats,EUR,European
42500.0,Working Boat,Used boat,GRP,Netherlands,131,2007,2.45,8.79,Rinker power boats,EUR,European
42499.0,Deck Boat,new boat from stock,GRP,Germany,46,2001,3.49,9.8,Sessa power boats,EUR,European
45900.0,Bowrider,"Used boat,Unleaded",GRP,Switzerland,121,1981,4.0,13.5,Gallart power boats,CHF,Not European
42300.0,Deck Boat,new boat from stock,GRP,Italy,162,1988,4.1,13.8,ACM Dufour power boats,EUR,European
42300.0,Cabin Boat,"Used boat,Unleaded",GRP,Germany,62,2019,2.55,7.5,Eolo power boats,EUR,European
45700.0,Bowrider,"new boat from stock,Unleaded",GRP,Switzerland,65,2019,2.44,8.84,Eolo power boats,CHF,Not European
42200.0,Sport Boat,"new boat on order,Unleaded",GRP,Germany,150,1990,3.62,10.85,Raffaelli power boats,EUR,European
46517.0,Sport Boat,"new boat from stock,Unleaded",GRP,Switzerland,172,2003,2.5,7.4,Absolute power boats,CHF,Not European
46500.0,Bowrider,"Used boat,Unleaded",GRP,Switzerland,129,2020,2.48,7.26,BÃ©nÃ©teau power boats,CHF,Not European
43000.0,Flybridge,"Used boat,Diesel",GRP,Portugal,63,2019,2.0,6.0,Campion power boats,EUR,European
43000.0,Sport Boat,"Used boat,Unleaded",GRP,Belgium,153,2020,2.21,5.99,Sea Ray power boats,EUR,European
43000.0,Pilothouse,"Used boat,Diesel",GRP,Spain,167,1994,2.6,8.0,Larson power boats,EUR,European
43000.0,Motor Yacht,"Used boat,Diesel",GRP,Italy,265,2009,2.0,9.0,Four Winns power boats,EUR,European
43000.0,Motor Yacht,"Used boat,Unleaded",GRP,Croatia,44,2020,2.46,6.48,Quicksilver (Brunswick Marine) power boats,EUR,European
43000.0,Deck Boat,"Used boat,Unleaded",PVC,France,281,1981,3.25,10.34,Storebro power boats,EUR,European
43000.0,Sport Boat,"Used boat,Unleaded",GRP,Croatia,175,2019,2.8,7.85,Parker power boats,EUR,European
43000.0,Pilothouse,"Used boat,Unleaded",PVC,France,108,2007,2.95,7.8,Jeanneau power boats,EUR,European
43000.0,Fishing Boat,"Used boat,Diesel",GRP,France,50,2005,3.1,9.78,Airon Marine power boats,EUR,European
43000.0,Fishing Boat,"Used boat,Unleaded",GRP,Italy,187,2005,3.1,9.78,Airon Marine power boats,EUR,European
43000.0,Motor Yacht,Used boat,PVC,France,218,2019,2.53,7.48,BÃ©nÃ©teau power boats,EUR,European
43000.0,Cabin Boat,"Used boat,Diesel",GRP,Italy,187,2020,2.55,6.74,Quicksilver (Brunswick Marine) power boats,EUR,European
43000.0,Cabin Boat,"Used boat,Diesel",GRP,Spain,82,2020,2.54,5.94,Sea Ray power boats,EUR,European
43000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,36,2020,2.54,5.94,Sea Ray power boats,EUR,European
44000.0,Bowrider,"Used boat,Unleaded",PVC,Spain,79,2020,2.54,5.94,Sea Ray power boats,EUR,European
44000.0,Motor Yacht,"Used boat,Diesel",PVC,Spain,101,2020,2.54,5.94,Sea Ray power boats,EUR,European
44000.0,Center console boat,"Used boat,Unleaded",PVC,France,71,2020,2.56,6.99,Quicksilver power boats,EUR,European
44000.0,Pilothouse,"Used boat,Diesel",PVC,France,154,2019,2.48,6.45,Jeanneau power boats,EUR,European
44000.0,Pilothouse,"Used boat,Diesel",PVC,France,317,2020,2.4,6.2,Bayliner power boats,EUR,European
44000.0,Sport Boat,"Used boat,Diesel",PVC,France,95,2018,2.54,5.94,Sea Ray power boats,EUR,European
44000.0,Pilothouse,"Used boat,Unleaded",PVC,France,69,2011,2.95,8.88,Ocqueteau power boats,EUR,European
44000.0,Pilothouse,"Used boat,Diesel",PVC,France,88,2011,2.95,8.88,Ocqueteau power boats,EUR,European
44000.0,Pontoon Boat,Used boat,GRP,Italy,155,2014,2.56,7.62,Moomba power boats,EUR,European
44000.0,Sport Boat,Used boat,GRP,Finland,254,2011,2.95,9.11,Bruno Abbate power boats,EUR,European
44000.0,Bowrider,"Used boat,Unleaded",PVC,Portugal,63,2016,2.77,6.98,BÃ©nÃ©teau power boats,EUR,European
44000.0,Center console boat,"Used boat,Unleaded",PVC,France,65,2007,2.66,8.2,Boston Whaler power boats,EUR,European
43999.0,Bowrider,"new boat on order,Unleaded",GRP,Germany,203,2001,3.68,11.77,Fiart Mare power boats,EUR,European
47500.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,183,2004,2.7,7.7,Inter power boats,CHF,Not European
43904.0,Deck Boat,"Used boat,Unleaded",PVC,Spain,192,1986,3.96,11.6,Princess power boats,EUR,European
44900.0,Pilothouse,"Used boat,Unleaded",PVC,France,82,2017,2.79,8.23,BÃ©nÃ©teau power boats,EUR,European
44900.0,Deck Boat,"new boat from stock,Unleaded",PVC,France,348,2020,2.86,7.76,Quicksilver (Brunswick Marine) power boats,EUR,European
44900.0,Cabin Boat,"Used boat,Unleaded",GRP,Germany,385,1989,3.75,10.9,Carver power boats,EUR,European
44900.0,Sport Boat,"Used boat,Unleaded",PVC,Spain,234,2004,3.0,9.0,Bayliner power boats,EUR,European
44900.0,Sport Boat,"new boat on order,Unleaded",GRP,Germany,35,2007,2.95,9.2,Pro-Line power boats,EUR,European
44900.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,80,2008,3.2,9.2,ManÃ² power boats,EUR,European
44900.0,Deck Boat,"Used boat,Unleaded",PVC,France,50,2007,2.9,8.26,Faeton power boats,EUR,European
44900.0,Trawler,Used boat,Steel,Netherlands,120,2009,2.98,8.6,Saver power boats,EUR,European
44900.0,Pilothouse,Used boat,PVC,France,88,2003,2.7,11.34,Tecnomar power boats,EUR,European
44900.0,Pilothouse,"Used boat,Unleaded",PVC,France,120,1992,3.16,11.2,Sunseeker power boats,EUR,European
48500.0,"Passenger boat,Working Boat","Used boat,Unleaded",Aluminium,Switzerland,113,1996,3.52,9.14,Menorquin power boats,CHF,Not European
48500.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,68,1989,4.15,11.15,Tiara power boats,CHF,Not European
44800.0,Trawler,Used boat,Steel,Netherlands,151,1984,3.96,11.6,Princess power boats,EUR,European
44800.0,Motor Yacht,"Used boat,Unleaded",GRP,Spain,107,2004,3.26,9.79,Cranchi power boats,EUR,European
45000.0,Sport Boat,"Used boat,Diesel",PVC,Portugal,57,2002,2.96,9.5,Maxum power boats,EUR,European
45000.0,Cabin Boat,"Used boat,Unleaded",GRP,Italy,100,1982,3.75,11.37,Dellapasqua power boats,EUR,European
45000.0,"Classic,Runabout","Used boat,Unleaded",Wood,Italy,94,1999,3.53,10.3,Sessa power boats,EUR,European
45000.0,Pilothouse,"Used boat,Diesel",PVC,France,172,1992,3.2,11.2,Sunseeker power boats,EUR,European
45000.0,Flybridge,"Used boat,Diesel",PVC,Spain,28,2002,3.36,9.3,Faeton power boats,EUR,European
45000.0,Flybridge,"Used boat,Diesel",GRP,Italy,47,2018,2.66,6.96,BÃ©nÃ©teau power boats,EUR,European
45000.0,Pilothouse,"Used boat,Diesel",GRP,France,87,2006,2.8,11.4,Tecnomar power boats,EUR,European
45000.0,Bowrider,"Used boat,Unleaded",GRP,Spain,24,2019,2.53,7.48,BÃ©nÃ©teau power boats,EUR,European
45000.0,Motor Yacht,"Used boat,Unleaded",GRP,Spain,84,2012,2.95,8.36,BÃ©nÃ©teau power boats,EUR,European
45000.0,Motor Yacht,"Used boat,Diesel",Steel,Germany,62,2017,2.79,7.12,BÃ©nÃ©teau power boats,EUR,European
45000.0,Deck Boat,"Used boat,Unleaded",PVC,France,50,2005,3.08,8.7,Rodman power boats,EUR,European
45000.0,Motor Yacht,Used boat,GRP,Netherlands,59,2017,2.81,7.9,Jeanneau power boats,EUR,European
45000.0,Passenger boat,new boat from stock,GRP,Switzerland,20,2017,2.79,7.12,BÃ©nÃ©teau power boats,EUR,Not European
45000.0,Pilothouse,"Used boat,Diesel",PVC,France,52,2020,2.48,7.26,BÃ©nÃ©teau power boats,EUR,European
45000.0,"Wakeboard/Wakesurf,Water ski","Used boat,Unleaded",Carbon Fiber,Poland,27,2018,2.66,7.64,BÃ©nÃ©teau power boats,EUR,European
45000.0,Center console boat,"new boat from stock,Unleaded",PVC,France,54,2018,2.66,7.64,BÃ©nÃ©teau power boats,EUR,European
49000.0,House Boat,"Used boat,Diesel",Steel,France,180,2019,2.31,5.49,Four Winns power boats,CHF,European
48900.0,Fishing Boat,"new boat from stock,Unleaded",GRP,Switzerland,672,2007,2.59,8.13,Cobalt power boats,CHF,Not European
48500.0,Motor Yacht,"Used boat,Unleaded",GRP,Switzerland,350,1997,2.95,9.48,Seaco power boats,CHF,Not European
48500.0,"Classic,Sport Boat,Water ski","Used boat,Unleaded",GRP,Switzerland,363,2020,2.8,8.4,Maxima power boats,CHF,Not European
48790.0,Sport Boat,"new boat from stock,Unleaded",GRP,Switzerland,56,2017,3.5201240846216435,8.2,Lema power boats,CHF,Not European
335000.0,Cabin Boat,Used boat,GRP,Denmark,133,1993,3.23,9.98,Sealine power boats,DKK,European
335000.0,Motor Yacht,"Used boat,Unleaded",GRP,Denmark,67,2005,2.9,7.54,Nautica Esposito power boats,DKK,European
45000.0,Motor Yacht,"Used boat,Unleaded",GRP,Italy,174,2008,2.95,9.2,Crownline power boats,EUR,European
45000.0,Motor Yacht,Used boat,GRP,Croatia,57,1989,4.41,13.11,Piantoni (IT) power boats,EUR,European
45000.0,Flybridge,"Used boat,Unleaded",GRP,Croatia,168,1994,4.27,13.49,Sea Ray power boats,EUR,European
45000.0,Motor Yacht,"Used boat,Diesel",GRP,Croatia,96,2019,2.55,7.8,AS Marine power boats,EUR,European
45000.0,Motor Yacht,"Used boat,Unleaded",GRP,Italy,82,2005,3.1,9.78,Airon Marine power boats,EUR,European
45000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,106,2011,2.98,8.36,BÃ©nÃ©teau power boats,EUR,European
45000.0,Center console boat,"Used boat,Diesel",GRP,Italy,67,1998,3.2,10.19,Airon Marine power boats,EUR,European
49990.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,28,2020,2.48,6.86,Jeanneau power boats,CHF,Not European
49968.0,Fishing Boat,"new boat on order,Unleaded",GRP,Switzerland,41,2020,2.48,6.41,BÃ©nÃ©teau power boats,CHF,Not European
